sofifa_id,short_name,height_cm,nationality,club,overall,player_positions
236679,Melendo,167,Spain,RCD Espanyol,80,"RM, LM, CAM"
239818,Rúben Dias,186,Portugal,SL Benfica,80,CB
241671,D. Livaković,187,Croatia,Dinamo Zagreb,80,GK
203747,Héctor Bellerín,178,Spain,Arsenal,80,"RB, RWB"
204884,B. Mendy,185,France,Manchester City,80,LB
211591,M. Dembélé,183,France,Olympique Lyonnais,80,ST
211990,O. Vlachodimos,188,Greece,SL Benfica,80,GK
212623,Santi Mina,181,Spain,RC Celta,80,ST
212692,Rony Lopes,174,Portugal,Sevilla FC,80,"LM, LW"
215330,J. Correa,188,Argentina,Lazio,80,"CF, ST, CAM"
219809,T. Bakayoko,189,France,Chelsea,80,"CDM, CM"
226168,M. Eggestein,181,Germany,SV Werder Bremen,80,"CM, CAM, CDM"
234035,Odriozola,176,Spain,Real Madrid,80,RB
239207,M. Gómez,186,Uruguay,Valencia CF,80,ST
202648,Sergi Darder,180,Spain,RCD Espanyol,80,"CM, CDM"
204311,K. Zouma,190,France,Chelsea,80,CB
207439,L. Paredes,180,Argentina,Paris Saint-Germain,80,"CM, CDM"
208920,N. Aké,180,Netherlands,Bournemouth,80,CB
210864,E. Hysaj,182,Albania,Napoli,80,RB
211575,André Gomes,188,Portugal,Everton,80,"CDM, CM"
215785,K. Baldé,181,Senegal,AS Monaco,80,"RM, ST, LM"
222028,J. Weigl,186,Germany,Borussia Dortmund,80,"CDM, CB"
223874,V. Rongier,172,France,FC Nantes,80,"CM, CAM"
227950,Yeray,183,Spain,Athletic Club de Bilbao,80,CB
242348,Loren,188,Spain,Real Betis,80,ST
193352,R. Rodríguez,180,Switzerland,Milan,80,"LB, CB"
198784,A. Oxlade-Chamberlain,175,England,Liverpool,80,"CM, RM"
199823,Campaña,179,Spain,Levante UD,80,"CM, CDM"
201143,A. Mandi,184,Algeria,Real Betis,80,CB
202477,Deulofeu,177,Spain,Watford,80,"CF, RW, LW"
205069,Bernat,170,Spain,Paris Saint-Germain,80,"LB, LM"
205849,E. Andrada,194,Argentina,Boca Juniors,80,GK
207599,M. Keane,191,England,Everton,80,CB
210513,J. Quintero,168,Colombia,River Plate,80,"CAM, CF"
210617,Samu Castillejo,182,Spain,Milan,80,"RM, LM, CM"
215223,W. Benítez,191,Argentina,OGC Nice,80,GK
220018,A. Rebić,185,Croatia,Eintracht Frankfurt,80,"ST, LW, CAM"
225508,E. Bailly,186,Ivory Coast,Manchester United,80,CB
230977,M. Almirón,174,Paraguay,Newcastle United,80,"LW, CF"
235374,M. Lazzari,174,Italy,Lazio,80,RM
188988,M. Lanzini,167,Argentina,West Ham United,80,"CAM, CM, LM"
190778,J. Zoet,189,Netherlands,PSV,80,GK
199005,M. Ryan,184,Australia,Brighton & Hove Albion,80,GK
199577,Sergi Gómez,185,Spain,Sevilla FC,80,CB
200155,H. Vanaken,195,Belgium,Club Brugge KV,80,"CAM, CF"
201922,M. Hinteregger,184,Austria,Eintracht Frankfurt,80,CB
205362,M. Nastasić,188,Serbia,FC Schalke 04,80,CB
208141,Gabriel,187,Brazil,SL Benfica,80,"CM, CDM"
196978,C. Wilson,180,England,Bournemouth,80,ST
198118,J. Guilavogui,188,France,VfL Wolfsburg,80,"CDM, CM"
203483,D. Klaassen,179,Netherlands,SV Werder Bremen,80,"CM, CAM"
203605,P. Kadeřábek,182,Czech Republic,TSG 1899 Hoffenheim,80,"RWB, RB, RM"
204024,C. Kramer,191,Germany,Borussia Mönchengladbach,80,"CDM, CM"
204525,Iñigo Martínez,182,Spain,Athletic Club de Bilbao,80,CB
205070,Portu,178,Spain,Real Sociedad,80,"CF, ST, RM"
206545,Manu Trigueros,178,Spain,Villarreal CF,80,"CM, CDM"
208128,H. Çalhanoğlu,178,Turkey,Milan,80,"LW, CAM, CM"
208498,M. Dabbur,182,Israel,Sevilla FC,80,"ST, LM"
210665,M. Halstenberg,187,Germany,RB Leipzig,80,LB
219985,M. Vecino,187,Uruguay,Inter,80,CDM
220407,M. Dúbravka,190,Slovakia,Newcastle United,80,GK
227290,M. Dmitrović,194,Serbia,SD Eibar,80,GK
45186,Joaquín,179,Spain,Real Betis,80,"LM, ST, RM"
54050,W. Rooney,176,England,DC United,80,ST
110677,Moyá,188,Spain,Real Sociedad,80,GK
139068,Nani,177,Portugal,Orlando City SC,80,"LW, RW"
142754,J. Mascherano,174,Argentina,Hebei China Fortune FC,80,"CDM, CB"
146748,Diego López,196,Spain,RCD Espanyol,80,GK
148119,I. Akinfeev,186,Russia,PFC CSKA Moscow,80,GK
153244,A. Gignac,187,France,Tigres U.A.N.L.,80,ST
154472,Jorge Molina,188,Spain,Getafe CF,80,ST
158121,B. Costil,187,France,FC Girondins de Bordeaux,80,GK
159147,L. Perrin,181,France,AS Saint-Étienne,80,CB
163155,B. Foster,193,England,Watford,80,GK
163264,T. Heaton,187,England,Aston Villa,80,GK
163705,S. Mandanda,185,France,Olympique de Marseille,80,GK
164029,Charles,179,Brazil,SD Eibar,80,ST
165109,S. Radu,183,Romania,Lazio,80,CB
169595,D. Rose,174,England,Tottenham Hotspur,80,"LB, LWB"
170368,E. Lamela,184,Argentina,Tottenham Hotspur,80,"RM, LM, CAM"
171579,Raúl García,184,Spain,Athletic Club de Bilbao,80,CAM
171919,Naldo,198,Brazil,AS Monaco,80,CB
172522,D. Wass,181,Denmark,Valencia CF,80,"CM, RB, RM"
173373,S. Romero,192,Argentina,Manchester United,80,GK
175379,Pedro León,183,Spain,SD Eibar,80,RM
176376,I. Piatti,180,Argentina,Montreal Impact,80,"LW, CF, ST"
176550,D. Ospina,183,Colombia,Napoli,80,GK
176930,M. Díaz,166,Chile,Racing Club,80,"CDM, CM"
177326,M. Valbuena,165,France,Olympiacos CFP,80,"LM, CAM"
177457,L. Bender,185,Germany,Bayer 04 Leverkusen,80,"RB, CDM, CM"
177458,S. Bender,186,Germany,Bayer 04 Leverkusen,80,"CB, CDM"
178213,E. Capoue,190,France,Watford,80,"CDM, CM"
178424,Antunes,176,Portugal,Getafe CF,80,LB
179783,R. Fährmann,197,Germany,Norwich City,80,GK
179847,F. Fazio,195,Argentina,Roma,80,CB
181098,M. Hasebe,180,Japan,Eintracht Frankfurt,80,"CB, CDM"
182002,Sidnei,185,Brazil,Real Betis,80,CB
183900,D. Perotti,179,Argentina,Roma,80,LW
184252,L. Pratto,187,Argentina,River Plate,80,ST
184881,S. Feghouli,176,Algeria,Galatasaray SK,80,"RM, RW, CAM"
186345,K. Trippier,173,England,Atlético Madrid,80,"RB, RWB"
186547,M. Musacchio,180,Argentina,Milan,80,CB
187052,Y. M'Vila,182,France,AS Saint-Étienne,80,"CDM, CM"
187072,L. Stindl,181,Germany,Borussia Mönchengladbach,80,CF
187491,F. Smolov,187,Russia,Lokomotiv Moscow,80,ST
187936,S. Nzonzi,196,France,Galatasaray SK,80,"CDM, CM"
189271,F. Coquelin,177,France,Valencia CF,80,"CM, CDM"
189362,Hulk,179,Brazil,Shanghai SIPG FC,80,"RM, RW, ST"
189712,K. Strootman,186,Netherlands,Olympique de Marseille,80,"CM, CDM"
189881,C. Smalling,194,England,Manchester United,80,CB
190547,K. Glik,190,Poland,AS Monaco,80,CB
190972,E. Salvio,172,Argentina,Boca Juniors,80,RM
192593,D. Subašić,191,Croatia,AS Monaco,80,GK
192641,K. Vogt,194,Germany,TSG 1899 Hoffenheim,80,CB
193061,R. Pereyra,182,Argentina,Watford,80,"LM, CAM"
193738,Y. Belhanda,179,Morocco,Galatasaray SK,80,"CAM, CM"
194879,Sergi Enrich,181,Spain,SD Eibar,80,ST
195086,D. Lovren,188,Croatia,Liverpool,80,CB
196889,S. Verdi,171,Italy,Napoli,80,"LM, RW"
199110,L. Muriel,179,Colombia,Atalanta,80,ST
199206,D. Vida,184,Croatia,Beşiktaş JK,80,"CB, RB"
199416,Ibai Gómez,177,Spain,Athletic Club de Bilbao,80,"RM, RW, LM"
200260,S. Berghuis,182,Netherlands,Feyenoord,80,RW
200315,Cristian Tello,178,Spain,Real Betis,80,"LM, RM"
201119,Ismaily,177,Brazil,Shakhtar Donetsk,80,LB
201454,F. Ghoulam,184,Algeria,Napoli,80,LB
201956,S. Sané,196,Senegal,FC Schalke 04,80,"CB, CDM"
202685,S. Zaza,186,Italy,Torino,80,ST
203890,S. Vrsaljko,181,Croatia,Atlético Madrid,80,RB
203895,Pozuelo,170,Spain,Toronto FC,80,"CAM, CF"
204838,R. Jiménez,188,Mexico,Wolverhampton Wanderers,80,ST
205525,Bernard,164,Brazil,Everton,80,LM
206413,T. Stepanenko,181,Ukraine,Shakhtar Donetsk,80,CDM
214584,F. Armani,189,Argentina,River Plate,80,GK
215057,I. Marcone,183,Argentina,Boca Juniors,80,"CDM, CM"
222943,Jony,179,Spain,Lazio,80,LM
223578,Mata,185,Spain,Getafe CF,80,ST
227536,M. Marega,186,Mali,FC Porto,80,"ST, RM"
230234,Everton Andrão,177,Brazil,Fluminense,80,"CDM, CM"
230347,Welington Dano,178,Brazil,Cruzeiro,80,"LB, LM"
245294,J. Serendero,190,Uruguay,Uruguay,80,GK
245300,M. Baldona,177,Uruguay,Uruguay,80,"CDM, CM"
245308,M. Nérez,178,Uruguay,Uruguay,80,"LB, LM"
238794,Vinícius Jr.,176,Brazil,Real Madrid,79,LW
227535,R. Bentancur,187,Uruguay,Juventus,79,CM
233927,Lucas Paquetá,180,Brazil,Milan,79,"CAM, CM"
229880,A. Wan-Bissaka,183,England,Manchester United,79,RB
231691,A. Lafont,193,France,FC Nantes,79,GK
237678,I. Konaté,192,France,RB Leipzig,79,CB
225193,Merino,186,Spain,Real Sociedad,79,"CM, CDM, LM"
228092,S. Berge,195,Norway,KRC Genk,79,"CDM, CM"
228251,L. Pellegrini,186,Italy,Roma,79,"CM, CAM, CDM"
235805,F. Chiesa,175,Italy,Fiorentina,79,"RW, CF"
244260,Dani Olmo,179,Spain,Dinamo Zagreb,79,"CAM, LM, CM"
213160,R. Zobnin,182,Russia,Spartak Moscow,79,"CDM, CM, LM"
216388,A. Saint-Maximin,173,France,Newcastle United,79,"RW, LW, ST"
224254,C. Pavón,174,Argentina,LA Galaxy,79,"RW, ST, LW"
226229,T. Kehrer,186,Germany,Paris Saint-Germain,79,"CB, RB"
227796,C. Pulisic,177,United States,Chelsea,79,"LW, RW"
230938,F. Kessié,183,Ivory Coast,Milan,79,CM
235212,A. Hakimi,181,Morocco,Borussia Dortmund,79,"LB, RB"
235424,D. Samassékou,177,Mali,TSG 1899 Hoffenheim,79,"CDM, CM"
235945,Marc Roca,184,Spain,RCD Espanyol,79,"CDM, CM"
238476,D. Zagadou,196,France,Borussia Dortmund,79,"CB, LB"
244369,V. Tsygankov,177,Ukraine,Dynamo Kyiv,79,"RM, LM"
210315,De Tomás,180,Spain,SL Benfica,79,ST
213666,R. Loftus-Cheek,191,England,Chelsea,79,"CM, LM"
216435,S. Lobotka,170,Slovakia,RC Celta,79,"CM, CDM"
220182,J. Denayer,184,Belgium,Olympique Lyonnais,79,CB
222331,L. Klostermann,189,Germany,RB Leipzig,79,"RB, LB"
225663,A. Golovin,180,Russia,AS Monaco,79,"CAM, CM"
225711,A. Diallo,186,France,Paris Saint-Germain,79,"CB, LB"
226851,B. Pavard,186,France,FC Bayern München,79,"CB, RB"
229167,M. Rashica,177,Kosovo,SV Werder Bremen,79,"LW, CF, RW"
229984,B. Chilwell,178,England,Leicester City,79,LB
232381,Wesley,191,Brazil,Aston Villa,79,ST
236792,T. Souček,192,Czech Republic,SK Slavia Praha,79,CDM
241184,Junior Firpo,184,Spain,FC Barcelona,79,"LB, LM, LWB"
205569,J. Ward-Prowse,173,England,Southampton,79,"CM, RM"
208330,A. Januzaj,186,Belgium,Real Sociedad,79,"RW, RM"
210411,Otávio,172,Brazil,FC Porto,79,"RM, CAM, CM"
212977,N. Stark,190,Germany,Hertha BSC,79,"CB, CDM"
213655,A. Iwobi,185,Nigeria,Everton,79,"LM, LW, RM"
214947,J. Gbamin,186,Ivory Coast,Everton,79,"CDM, CM, CB"
220253,Munir,175,Spain,Sevilla FC,79,"ST, RW, LM"
220651,Angeliño,175,Spain,Manchester City,79,LB
220697,J. Maddison,175,England,Leicester City,79,"CAM, CM, LW"
228941,André Silva,185,Portugal,Milan,79,ST
231943,Richarlison,181,Brazil,Everton,79,"RM, LM, ST"
232862,S. Nakajima,164,Japan,FC Porto,79,"LM, CF"
233419,Raphinha,176,Brazil,Sporting CP,79,"RW, LW"
202335,E. Dier,190,England,Tottenham Hotspur,79,"CDM, CB, CM"
207421,L. Trossard,172,Belgium,Brighton & Hove Albion,79,LW
210455,Jonny,170,Spain,Wolverhampton Wanderers,79,"LWB, LB"
210896,M. Sanson,180,France,Olympique de Marseille,79,"CM, CAM"
213991,J. Lerma,179,Colombia,Bournemouth,79,"CDM, CM"
216643,L. Dubois,178,France,Olympique Lyonnais,79,RB
228336,F. Grillitsch,187,Austria,TSG 1899 Hoffenheim,79,"CM, CDM"
192816,L. Cabrera,187,Uruguay,Getafe CF,79,"CB, LB"
199189,R. Barkley,185,England,Chelsea,79,"CAM, CM"
201377,J. Murillo,182,Colombia,Sampdoria,79,CB
202695,J. Tarkowski,192,England,Burnley,79,CB
203775,L. Karius,189,Germany,Beşiktaş JK,79,GK
203841,N. Pope,200,England,Burnley,79,GK
204082,J. Brooks,193,United States,VfL Wolfsburg,79,CB
204529,M. Batshuayi,185,Belgium,Chelsea,79,ST
206511,M. Arnold,184,Germany,VfL Wolfsburg,79,"CM, CDM, CAM"
207993,S. Kolašinac,183,Bosnia Herzegovina,Arsenal,79,"LB, LWB"
210047,F. Schär,188,Switzerland,Newcastle United,79,CB
213516,Ricardo Horta,173,Portugal,SC Braga,79,LW
215353,L. Alario,184,Argentina,Bayer 04 Leverkusen,79,ST
221639,Mariano,180,Dominican Republic,Real Madrid,79,ST
223597,R. Aguilar,172,France,AS Monaco,79,"RB, RWB"
228229,F. Balbuena,188,Paraguay,West Ham United,79,CB
192227,S. Mustafi,184,Germany,Arsenal,79,CB
193601,G. Pezzella,186,Argentina,Fiorentina,79,CB
202429,D. da Costa,187,Germany,Eintracht Frankfurt,79,"RWB, RM, RB"
202750,W. Boly,195,France,Wolverhampton Wanderers,79,CB
205923,B. Davies,182,Wales,Tottenham Hotspur,79,"LB, LWB"
209297,Fred,169,Brazil,Manchester United,79,CM
218066,M. Samatta,183,Tanzania,KRC Genk,79,ST
219693,Diego Carlos,186,Brazil,Sevilla FC,79,CB
224069,K. Toko-Ekambi,185,Cameroon,Villarreal CF,79,"ST, LM, LW"
229909,A. Lunev,189,Russia,Russia,79,GK
231969,R. Malinovskyi,181,Ukraine,Atalanta,79,"CM, CAM, CDM"
183285,M. Sakho,187,France,Crystal Palace,79,CB
185422,J. King,184,Norway,Bournemouth,79,"CF, ST"
193408,H. Seferović,189,Switzerland,SL Benfica,79,ST
194222,Laguardia,185,Spain,Deportivo Alavés,79,CB
194957,P. Jones,185,England,Manchester United,79,CB
197853,S. Aurier,176,Ivory Coast,Tottenham Hotspur,79,"RB, RWB"
202884,L. Spinazzola,186,Italy,Roma,79,"LM, LB"
204105,K. Lala,178,France,RC Strasbourg Alsace,79,RWB
204259,S. Arias,178,Colombia,Atlético Madrid,79,RB
205407,D. Baselli,182,Italy,Torino,79,CM
205686,T. Savanier,171,France,Montpellier HSC,79,"CM, CDM"
205976,Leo Baptistao,181,Brazil,Wuhan Zall,79,"ST, RW, RM"
208004,J. Veltman,184,Netherlands,Ajax,79,"CB, RB"
216150,D. Zappacosta,182,Italy,Chelsea,79,"RB, RWB"
221445,Wu Lei,174,China PR,RCD Espanyol,79,"ST, LM, LW"
113422,David Villa,175,Spain,Vissel Kobe,79,"ST, LW"
124375,B. Yılmaz,188,Turkey,Beşiktaş JK,79,ST
140293,A. Mirante,193,Italy,Roma,79,GK
158232,S. Kalou,185,Ivory Coast,Hertha BSC,79,"LM, ST, RM"
158625,Dante,188,Brazil,OGC Nice,79,CB
158626,M. Debuchy,176,France,AS Saint-Étienne,79,RB
159065,E. Lavezzi,173,Argentina,Hebei China Fortune FC,79,"ST, CAM"
161956,Borja Valero,175,Spain,Inter,79,"CAM, CDM"
166706,M. Škrtel,191,Slovakia,Atalanta,79,CB
169588,J. Evans,188,Northern Ireland,Leicester City,79,CB
172114,D. Valeri,178,Argentina,Portland Timbers,79,"CAM, ST"
172862,N. Moisander,183,Finland,SV Werder Bremen,79,CB
173208,D. Criscito,183,Italy,Genoa,79,"LB, CB"
173221,A. Candreva,180,Italy,Inter,79,RM
173521,Marcano,189,Spain,FC Porto,79,CB
173909,K. Boateng,185,Ghana,Fiorentina,79,"CF, CM"
176915,A. Fernández,177,Argentina,Beijing Renhe FC,79,"CM, CDM"
176919,N. Guzmán,193,Argentina,Tigres U.A.N.L.,79,GK
177604,Nacho Monreal,180,Spain,Arsenal,79,"LB, CB"
177633,Ángel,172,Spain,Getafe CF,79,ST
178085,Granero,180,Spain,RCD Espanyol,79,"CM, LM, RM"
178311,Éder,179,Italy,Jiangsu Suning FC,79,ST
178415,R. Vormer,178,Netherlands,Club Brugge KV,79,CM
180216,S. Coleman,177,Republic of Ireland,Everton,79,RB
180819,A. Lallana,178,England,Liverpool,79,CM
182212,A. Modeste,187,France,1. FC Köln,79,ST
182945,M. Gradel,177,Ivory Coast,Toulouse Football Club,79,"LW, LM"
183512,Yuri Berchiche,180,Spain,Athletic Club de Bilbao,79,LB
184949,Mariano,177,Brazil,Galatasaray SK,79,RB
185239,O. Toprak,186,Turkey,SV Werder Bremen,79,CB
185431,N. Kalinić,187,Croatia,Atlético Madrid,79,ST
186537,C. Stuani,186,Uruguay,Girona FC,79,ST
186569,S. Ulreich,192,Germany,FC Bayern München,79,GK
186832,K. Asamoah,173,Ghana,Inter,79,LB
188081,Alex Teixeira,174,Brazil,Jiangsu Suning FC,79,"ST, CAM"
188427,S. Lulić,183,Bosnia Herzegovina,Lazio,79,LM
189250,S. Rondón,186,Venezuela,Dalian YiFang FC,79,ST
189358,S. Kagawa,175,Japan,Real Zaragoza,79,"CAM, CM, CF"
189461,J. Wilshere,172,England,West Ham United,79,"CM, CAM, CDM"
189690,Guaita,190,Spain,Crystal Palace,79,GK
190143,Cote,182,Spain,SD Eibar,79,LB
190264,Iago Falqué,174,Spain,Torino,79,"CF, RW"
191180,J. Pastore,187,Argentina,Roma,79,"CM, LW, RW"
191687,Maicon,191,Brazil,Al Nassr,79,CB
192492,F. Orellana,171,Chile,SD Eibar,79,"RM, CAM, LM"
192598,Elkeson,180,Brazil,Guangzhou Evergrande Taobao FC,79,"ST, LW"
192678,Kike García,186,Spain,SD Eibar,79,"ST, LM"
192679,Escudero,176,Spain,Sevilla FC,79,"LB, LM"
192789,Mario Gaspar,182,Spain,Villarreal CF,79,"RB, RM, CB"
193152,Herrerín,187,Spain,Athletic Club de Bilbao,79,GK
193469,Víctor Ruiz,185,Spain,Beşiktaş JK,79,CB
194728,I. Belfodil,191,Algeria,TSG 1899 Hoffenheim,79,ST
194794,A. Yarmolenko,190,Ukraine,West Ham United,79,"RM, RW"
194845,W. Khazri,176,Tunisia,AS Saint-Étienne,79,"ST, CAM"
196432,E. Pérez,178,Argentina,River Plate,79,"CDM, CM"
197083,D. Caligiuri,182,Italy,FC Schalke 04,79,"RWB, RB, RM"
199304,Danilo,184,Brazil,Juventus,79,"RB, LB"
199393,N. Pallois,189,France,FC Nantes,79,CB
199715,Vitolo,185,Spain,Atlético Madrid,79,"LM, RM"
201144,M. Badelj,186,Croatia,Fiorentina,79,"CDM, CM"
201325,C. Tătărușanu,196,Romania,Olympique Lyonnais,79,GK
203757,Zé Luís,184,Cape Verde,FC Porto,79,ST
203843,D. Suárez,173,Uruguay,Getafe CF,79,"RB, RM"
204277,Roque Mesa,171,Spain,CD Leganés,79,"CDM, CM"
204614,Mário Rui,170,Portugal,Napoli,79,LB
205114,T. Inui,169,Japan,SD Eibar,79,"LM, RM"
206225,D. Cheryshev,179,Russia,Valencia CF,79,"LM, LW"
207664,C. Bacca,181,Colombia,Villarreal CF,79,ST
208230,A. Samaris,189,Greece,SL Benfica,79,"CDM, CM"
208334,J. Hector,185,Germany,1. FC Köln,79,"LB, CDM"
211241,Rubén Peña,170,Spain,Villarreal CF,79,"RB, RM"
213761,A. Hamdallah,182,Morocco,Al Nassr,79,ST
215061,D. Benedetto,177,Argentina,Olympique de Marseille,79,ST
215135,L. Sigali,181,Argentina,Racing Club,79,CB
221540,Raúl,187,Brazil,SC Braga,79,CB
222709,Petros,181,Brazil,Al Nassr,79,"CDM, CM"
224116,Dyego Sousa,190,Portugal,Shenzhen FC,79,ST
227476,Soares,187,Brazil,FC Porto,79,ST
229788,Rubén Alcaraz,183,Spain,Real Valladolid CF,79,"CM, CDM"
230201,Maikel Catarino,177,Brazil,Atlético Mineiro,79,"RB, RM"
230212,Antônio Chiamuloira,182,Brazil,Internacional,79,"CB, LB"
230251,Melvin Parrela,188,Brazil,CSA - AL,79,CDM
230312,Gabri Prestão,186,Brazil,Internacional,79,GK
230498,Luimo Boas Santos,176,Brazil,Santos,79,ST
245298,D. Lenzado,182,Uruguay,Uruguay,79,"CB, LB"
245302,E. Riquero,175,Uruguay,Uruguay,79,"CDM, CM, CAM"
245306,L. Sáreda,186,Uruguay,Uruguay,79,GK
245315,E. Aguerro,176,Uruguay,Uruguay,79,ST
225116,A. Meret,190,Italy,Napoli,78,GK
235353,I. Sarr,185,Senegal,Watford,78,"RM, LM"
234378,D. Rice,185,England,West Ham United,78,"CDM, CB, CM"
234943,F. Neuhaus,183,Germany,Borussia Mönchengladbach,78,CM
235926,M. Zaracho,171,Argentina,Racing Club,78,"CAM, RM, CM"
242236,Ferro,192,Portugal,SL Benfica,78,CB
224221,J. Andersen,192,Denmark,Olympique Lyonnais,78,CB
229261,D. Zakaria,191,Switzerland,Borussia Mönchengladbach,78,"CM, CDM"
231633,I. Diop,194,France,West Ham United,78,CB
234045,H. Onyekuru,175,Nigeria,AS Monaco,78,"LM, ST"
234612,J. Ikoné,175,France,LOSC Lille,78,CAM
235889,C. Ünder,173,Turkey,Roma,78,"RW, RM"
222665,M. Ødegaard,178,Norway,Real Sociedad,78,"RW, CAM, CM"
225085,J. Bamba,175,France,LOSC Lille,78,LM
225309,N. Amiri,180,Germany,Bayer 04 Leverkusen,78,"CAM, CM"
227813,O. Zinchenko,175,Ukraine,Manchester City,78,LB
236461,J. Mateta,192,France,1. FSV Mainz 05,78,ST
205201,O. Yokuşlu,190,Turkey,RC Celta,78,"CDM, CM, CB"
208268,B. Cristante,186,Italy,Roma,78,"CM, CDM, CAM"
212501,L. Dendoncker,189,Belgium,Wolverhampton Wanderers,78,"CM, CB"
218339,M. Dahoud,178,Germany,Borussia Dortmund,78,"CM, CDM"
221491,N. Elvedi,189,Switzerland,Borussia Mönchengladbach,78,"CB, RB, LB"
223334,Joelinton,186,Brazil,Newcastle United,78,"ST, CAM"
226766,Daniel Podence,163,Portugal,Olympiacos CFP,78,"LM, RM, CAM"
229773,G. Dzhikiya,188,Russia,Spartak Moscow,78,CB
236295,Aarón Martín,178,Spain,1. FSV Mainz 05,78,LB
237239,E. Bardhi,172,FYR Macedonia,Levante UD,78,"CM, LM, CAM"
239433,N. Maksimović,189,Serbia,Getafe CF,78,"CM, CDM"
240289,Calero,183,Spain,RCD Espanyol,78,CB
203042,J. Butland,196,England,Stoke City,78,GK
208777,Óliver Torres,175,Spain,Sevilla FC,78,CM
209519,G. Laborde,181,France,Montpellier HSC,78,ST
212616,R. De Paul,178,Argentina,Udinese,78,"CF, CM, LW"
212626,D. Selke,194,Germany,Hertha BSC,78,ST
212811,M. Lemina,184,Gabon,Southampton,78,"CM, CDM"
213135,D. Origi,188,Belgium,Liverpool,78,ST
213629,E. Pulgar,187,Chile,Fiorentina,78,"CDM, CM"
214092,A. Miranchuk,182,Russia,Lokomotiv Moscow,78,"CAM, ST"
214394,W. Barrios,179,Colombia,Colombia,78,"CDM, CM"
214979,J. Musso,191,Argentina,Udinese,78,GK
215399,Rúben Vezo,183,Portugal,Levante UD,78,"CB, RB"
219792,B. Santamaria,183,France,Angers SCO,78,"CDM, CM"
220523,Y. Mina,195,Colombia,Everton,78,CB
224309,Joan Jordán,184,Spain,Sevilla FC,78,"CM, CDM, CAM"
227234,L. Tousart,185,France,Olympique Lyonnais,78,CDM
231887,Y. Yazıcı,183,Turkey,LOSC Lille,78,"CAM, CM, RM"
199439,M. Gregoritsch,193,Austria,FC Augsburg,78,"CAM, ST"
203487,J. Lascelles,188,England,Newcastle United,78,CB
203535,T. Vilhena,175,Netherlands,Netherlands,78,CM
205192,Denis Suárez,176,Spain,RC Celta,78,"CM, LM, RM"
205193,K. Rekik,186,Netherlands,Hertha BSC,78,CB
207948,B. Traoré,181,Burkina Faso,Olympique Lyonnais,78,"RW, ST, RM"
211382,I. Amadou,184,France,Norwich City,78,"CDM, CB"
212150,M. Meyer,173,Germany,Crystal Palace,78,"CM, LM"
212442,José Sá,192,Portugal,Olympiacos CFP,78,GK
213732,A. Selikhov,188,Russia,Spartak Moscow,78,GK
215716,A. Mitrović,187,Serbia,Fulham,78,ST
219145,G. Maripán,193,Chile,Deportivo Alavés,78,CB
225126,E. Skhiri,185,Tunisia,1. FC Köln,78,"CDM, CM"
233096,D. Dumfries,188,Netherlands,PSV,78,RB
234226,Bruno Viana,187,Brazil,SC Braga,78,CB
199641,M. Sels,190,Belgium,RC Strasbourg Alsace,78,GK
200353,A. Soumaoro,187,France,LOSC Lille,78,CB
201519,J. Veretout,176,France,Roma,78,"CM, CDM"
203965,V. Fischer,180,Denmark,FC København,78,"LM, ST"
205391,S. Meïté,187,France,Torino,78,"CM, CDM"
205402,J. Boëtius,178,Netherlands,1. FSV Mainz 05,78,"CAM, LW"
210935,D. Berardi,183,Italy,Sassuolo,78,"RW, ST"
212153,R. Gagliardini,190,Italy,Inter,78,"CDM, CM"
215256,R. Saravia,176,Argentina,FC Porto,78,RB
215590,Ayoze Pérez,178,Spain,Leicester City,78,"CF, RW, RM"
220093,H. Hateboer,187,Netherlands,Atalanta,78,"RM, RB"
225997,B. Verbič,179,Slovenia,Dynamo Kyiv,78,"LM, RM"
226377,G. Martínez,172,Argentina,Atlanta United,78,"CAM, LM, RM"
187598,Rafael Tolói,185,Brazil,Atalanta,78,CB
192622,S. Duffy,193,Republic of Ireland,Brighton & Hove Albion,78,CB
197948,F. Lejeune,189,France,Newcastle United,78,CB
199915,L. Dunk,192,England,Brighton & Hove Albion,78,CB
200677,Pedro Mendes,186,Portugal,Montpellier HSC,78,CB
202642,Fernando,175,Brazil,Beijing Sinobo Guoan FC,78,"CDM, CM"
203980,K. Fortounis,180,Greece,Olympiacos CFP,78,"CAM, LM"
208449,C. Hérelle,188,France,OGC Nice,78,CB
208620,Omar Mascarell,181,Spain,FC Schalke 04,78,"CDM, CM"
211368,Bruma,173,Portugal,PSV,78,LW
228236,S. Deli,192,Ivory Coast,Club Brugge KV,78,CB
236690,M. Ngadeu,190,Cameroon,KAA Gent,78,"CB, CDM"
188942,V. Wanyama,184,Kenya,Tottenham Hotspur,78,"CDM, CM"
190324,C. Kabasele,188,Belgium,Watford,78,CB
193983,A. Delort,181,Algeria,Montpellier HSC,78,ST
195668,Joel Robles,195,Spain,Real Betis,78,GK
198031,Sérgio Oliveira,181,Portugal,FC Porto,78,"CM, CDM"
199069,V. Aboubakar,184,Cameroon,FC Porto,78,ST
200318,M. Uth,185,Germany,FC Schalke 04,78,"ST, RW, RM"
